year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2969600
2004,,0,0,0,0,0,2976000
2005,,0,0,0,0,0,2804400
2006,,0,0,0,0,0,2825600
2007,,0,0,0,0,0,2809600
2008,,0,0,0,0,0,2809600
2009,,0,0,0,0,0,2803200
2010,,0,0,0,0,0,2890577
2011,,0,0,0,0,0,2902627
2012,,0,0,0,0,0,2818264
2013,,0,0,0,0,0,2686816
2014,start of forecast,0,0,0,0,0,2817000
2015,,0,0,0,0,0,2818000
2016,,0,0,0,0,0,2819000
2017,,0,0,0,0,0,2820000
2018,,0,0,0,0,0,2821000
2019,,0,0,0,0,0,2822000
2020,,0,0,0,0,0,2822000
2021,,0,0,0,0,0,2823000
2022,,0,0,0,0,0,2823000
2023,,0,0,0,0,0,2823000
2024,,0,0,0,0,0,2823000
2025,,0,0,0,0,0,2823000
2026,,0,0,0,0,0,2823000
2027,,0,0,0,0,0,2824000
2028,,0,0,0,0,0,2824000
2029,,0,0,0,0,0,2825000
2030,,0,0,0,0,0,2825000
2031,,0,0,0,0,0,2825000
2032,,0,0,0,0,0,2826000
2033,,0,0,0,0,0,2827000
2034,,0,0,0,0,0,2827000
2035,,0,0,0,0,0,2827000
2036,,0,0,0,0,0,2827000
2037,,0,0,0,0,0,2827000
2038,,0,0,0,0,0,2827000
2039,,0,0,0,0,0,2827000
2040,,0,0,0,0,0,2827000
