year,Base case diesel consumed,Modeled wind power
2019,191753.487247,159528.807598
2020,191753.487247,159528.807598
2021,191821.436746,159596.757097
2022,191821.436746,159596.757097
2023,191821.436746,159596.757097
2024,191821.436746,159596.757097
2025,191821.436746,159596.757097
2026,191821.436746,159596.757097
2027,191889.386245,159664.706597
2028,191889.386245,159664.706597
2029,191957.335745,159732.656096
2030,191957.335745,159732.656096
2031,191957.335745,159732.656096
2032,192025.285244,159800.605595
2033,192093.234744,159868.555095
2034,192093.234744,159868.555095
2035,192093.234744,159868.555095
2036,192093.234744,159868.555095
2037,192093.234744,159868.555095
2038,192093.234744,159868.555095
