year,Base case cost,Modeled non-residential energy efficiency
2017,1824998.56848,1721869.60093
2018,1918259.53951,1800439.54716
2019,2042607.50089,1906642.7147
2020,2102190.89905,1955566.78401
2021,2141049.63698,1986222.33249
2022,2172136.62732,2010081.57841
2023,2192861.28755,2024847.58476
2024,2208404.78272,2035108.06547
2025,2229129.44295,2050040.51693
2026,2252444.68571,2067348.14421
2027,2273169.34594,2082439.33007
2028,2291303.42364,2095312.23644
2029,2314618.6664,2112849.67074
2030,2327571.57904,2121280.67508
2031,2353477.40433,2141257.345
