year,Base case cost,Modeled diesel efficiency
2019,872478.366972,1060471.1005
2020,916581.669039,1094299.95798
2021,945679.683158,1114634.4818
2022,968698.255568,1129585.63612
2023,984043.970507,1137701.50033
2024,995553.256712,1142466.45481
2025,1010898.97165,1150852.61946
2026,1028162.90096,1161113.03299
2027,1043878.26118,1170093.01735
2028,1057310.51821,1177121.82935
2029,1074961.08017,1188106.92485
2030,1084558.94696,1191890.00255
2031,1103754.68053,1204514.24778
2032,1121427.66583,1215867.29565
2033,1141033.81438,1229088.2327
2034,1160243.13785,1242056.29863
2035,1171768.73194,1248144.50651
2036,1190978.05541,1261320.80429
2037,1202503.64949,1267612.36363
2038,1223633.90532,1282733.54895
