year,Base case cost,Modeled transmission and interties
2021,945679.683158,
2022,968698.255568,
2023,984043.970507,
2024,995553.256712,
2025,1010898.97165,
2026,1028162.90096,
2027,1043878.26118,
2028,1057310.51821,
2029,1074961.08017,
2030,1084558.94696,
2031,1103754.68053,
2032,1121427.66583,
2033,1141033.81438,
2034,1160243.13785,
2035,1171768.73194,
2036,1190978.05541,
2037,1202503.64949,
2038,1223633.90532,
2039,1237080.43175,
2040,1258210.68757,
