year,Base case cost,Modeled residential energy efficiency
2017,1432067.8059,1331737.61254
2018,1505299.89964,1394275.81546
2019,1586927.23388,1462403.41072
2020,1626040.33153,1494014.81302
2021,1651548.87348,1513972.9942
2022,1671955.70704,1529589.81441
2023,1685560.26275,1539401.59075
2024,1695763.67953,1546332.45036
2025,1709368.23523,1556231.73511
2026,1724673.3604,1567635.83677
2027,1752763.82677,1592104.48669
2028,1764767.92991,1600765.01408
2029,1780201.7768,1612418.65836
2030,1788776.13619,1618203.11427
2031,1805924.85496,1631409.55729
2032,1821358.70185,1643175.72481
2033,1838507.42062,1656454.55309
2034,1855656.13939,1669768.30664
2035,1881375.24063,1692638.44773
2036,1898666.98354,1706162.63943
