year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,145321.702041,107538.05951
2018,145321.702041,107538.05951
2019,145321.702041,107538.05951
2020,145321.702041,107538.05951
2021,145321.702041,107538.05951
2022,145321.702041,107538.05951
2023,145321.702041,107538.05951
2024,145321.702041,107538.05951
2025,145321.702041,107538.05951
2026,145321.702041,107538.05951
2027,145321.702041,107538.05951
2028,145321.702041,107538.05951
2029,145321.702041,107538.05951
2030,145321.702041,107538.05951
2031,145321.702041,107538.05951
