year,Base case cost,Modeled biomass for heat (cordwood)
2017,1334189.5084,1387805.06561
2018,1431233.55802,1468768.17159
2019,1553456.91802,1570423.72389
2020,1612022.27802,1617944.48635
2021,1650217.07802,1648178.90662
2022,1680772.91802,1671963.86715
2023,1701143.47802,1687130.48245
2024,1716421.39802,1698012.79539
2025,1736791.95802,1713280.14352
2026,1759708.83802,1730763.72736
2027,1787230.97843,1753278.72219
2028,1805126.82843,1766592.46479
2029,1828135.77843,1784307.19818
2030,1840918.52843,1793354.6835
2031,1866484.02843,1813334.65169
2032,1889492.97843,1831178.91301
2033,1915058.47843,1851242.20543
2034,1940623.97843,1871345.70109
2035,1963782.38806,1890596.11532
2036,1989450.08806,1910879.41271
