year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,253610.0,215741.299808
2018,254632.0,216763.299808
2019,254632.0,216763.299808
2020,254632.0,216763.299808
2021,254632.0,216763.299808
2022,254632.0,216763.299808
2023,254632.0,216763.299808
2024,254632.0,216763.299808
2025,254632.0,216763.299808
2026,254632.0,216763.299808
2027,255655.0,217786.299808
2028,255655.0,217786.299808
2029,255655.0,217786.299808
2030,255655.0,217786.299808
2031,255655.0,217786.299808
2032,255655.0,217786.299808
2033,255655.0,217786.299808
2034,255655.0,217786.299808
2035,256677.0,218808.299808
2036,256677.0,218808.299808
