year,population
2003,407.0
2004,369.0
2005,352.0
2006,324.0
2007,318.0
2008,321.0
2009,327.0
2010,346.0
2011,347.0
2012,348.0
2013,348.0
2014,348.0
2015,348.0
2016,349.0
2017,349.0
2018,350.0
2019,351.0
2020,351.0
2021,352.0
2022,352.0
2023,351.0
2024,351.0
2025,351.0
2026,352.0
2027,352.0
2028,352.0
2029,353.0
2030,353.0
2031,353.0
2032,354.0
2033,354.0
2034,354.0
2035,354.0
2036,354.0
2037,354.0
2038,354.0
2039,354.0
2040,354.0
