year,Base case cost,Modeled wind power
2019,872478.366972,1207298.36003
2020,916581.669039,1235720.96747
2021,945679.683158,1251562.98564
2022,968698.255568,1262366.49541
2023,984043.970507,1266808.79824
2024,995553.256712,1268169.97632
2025,1010898.97165,1273015.20122
2026,1028162.90096,1279697.31986
2027,1043878.26118,1285296.44642
2028,1057310.51821,1289073.59732
2029,1074961.08017,1296698.65404
2030,1084558.94696,1297550.73551
2031,1103754.68053,1306794.71598
2032,1121427.66583,1314960.29592
2033,1141033.81438,1324947.9807
2034,1160243.13785,1334699.64964
2035,1171768.73194,1338027.53765
2036,1190978.05541,1348089.60642
2037,1202503.64949,1351720.61932
2038,1223633.90532,1363723.91375
