year,Base case cost,Modeled water and wastewater efficiency
2017,27528.0008872,38553.8698511
2018,30485.3184742,40559.5137419
2019,34584.5533779,43341.8046456
2020,36749.5726946,44807.9188744
2021,38647.6363307,46085.512691
2022,39932.5995509,46952.8829269
2023,40979.57151,47658.5903055
2024,42090.2147367,48403.3319333
2025,43179.9331204,49136.1810983
2026,44416.872753,49969.8481896
2027,45601.2735389,50767.4708344
2028,46705.7450638,51509.2935607
2029,47897.524686,52312.3452254
2030,48884.160227,52975.0614113
2031,50118.4183941,53808.3109281
