year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,27001.32,953478.58,506454.84,526.69,25721.54,10156.67
2018,29124.76,1018486.61,543670.37,1360.56,65800.65,26239.96
2019,32046.11,1108775.54,593848.53,2538.44,121466.07,48913.08
2020,33622.61,1152114.23,622112.51,3126.96,148185.48,60252.04
2021,35082.15,1181006.69,651221.36,3565.48,165998.41,68792.73
2022,36045.67,1202676.03,669681.37,3886.93,179358.11,75030.45
2023,36840.89,1218928.04,685617.61,4138.68,189377.89,79962.39
2024,37723.3,1231568.49,699871.35,4366.92,197171.05,84023.82
2025,38567.69,1246014.72,723081.8,4612.24,206077.52,89430.64
2026,39508.07,1264072.51,740607.77,4908.8,217210.6,95111.23
2027,40414.85,1280324.51,757365.25,5186.42,227230.38,100387.03
2028,41280.16,1292964.96,772336.27,5425.59,235023.54,104748.78
2029,42187.99,1309216.97,789447.2,5709.53,245043.31,110172.56
2030,42960.59,1320051.64,803722.5,5923.57,251723.16,114159.99
2031,43885.04,1338109.43,822194.46,6233.38,262856.25,120236.67
2032,,,841902.69,,,126914.0
2033,,,860800.86,,,133169.13
2034,,,889684.9,,,141200.57
2035,,,905903.37,,,146084.63
2036,,,926588.78,,,153171.11
