year,Base case cost,Modeled biomass for heat (cordwood)
2017,953479.303747,1095602.58278
2018,1018487.38375,1143670.52523
2019,1108776.38375,1210431.5564
2020,1152115.10375,1242476.85136
2021,1181007.58375,1263840.38134
2022,1202676.94375,1279863.02882
2023,1218928.96375,1291880.01443
2024,1231569.42375,1301226.5588
2025,1246015.66375,1311908.32379
2026,1264073.46375,1325260.53002
2027,1280325.48375,1337277.51563
2028,1292965.94375,1346624.06
2029,1309217.96375,1358641.04561
2030,1320052.64375,1366652.36935
2031,1338110.44375,1380004.57558
2032,,
2033,,
2034,,
2035,,
2036,,
