year,Base case diesel consumed,Modeled residential ashp
2017,98636.0692879,13471.1299174
2018,99840.0457162,14675.1063457
2019,101044.022144,15879.082774
2020,102247.998573,17083.0592023
2021,104655.951429,19491.0120588
2022,105859.927858,20694.9884871
2023,107063.904286,21898.9649154
2024,108267.880714,23102.9413437
2025,110675.833571,25510.8942002
2026,111879.809999,26714.8706285
2027,113083.786427,27918.8470568
2028,114287.762856,29122.823485
2029,115491.739284,30326.7999133
2030,116695.715712,31530.7763416
2031,117899.69214,32734.7527699
