year,Base case cost,Modeled non-residential energy efficiency
2017,979200.124184,1135195.89013
2018,1084287.26033,1229862.45888
2019,1230241.61609,1361343.80436
2020,1300299.70686,1424454.85019
2021,1347005.1007,1466528.88074
2022,1382034.14608,1498084.40366
2023,1408305.93012,1521751.04585
2024,1428739.53993,1540158.43421
2025,1452092.23685,1561195.44949
2026,1481283.108,1587491.71859
2027,1507554.89204,1611158.36077
2028,1527988.50184,1629565.74914
2029,1554260.28588,1653232.39133
2030,1571774.80857,1669010.15279
2031,1600965.67972,1695306.42188
