year,Base case cost,Modeled diesel efficiency
2019,148043.471066,314457.115931
2020,158865.362226,324295.198803
2021,165791.372568,330591.571842
2022,171418.755971,335707.374935
2023,175314.636789,339249.08477
2024,178344.766314,342003.747974
2025,182240.647131,345545.457808
2026,186569.403595,349480.690957
2027,190465.284413,353022.400791
2028,193928.289584,356170.58731
2029,197878.692906,359761.863058
2030,200470.990193,362118.496955
2031,205223.53522,366438.992434
2032,209976.080246,370759.487912
2033,215160.67482,375472.755707
2034,219913.219846,379793.251185
2035,223369.616228,382935.429715
2036,228554.210802,387648.697509
2037,231135.768808,389995.568423
2038,236741.673649,395091.845551
