year,Base case cost,Modeled water and wastewater efficiency
2017,53146.4604969,42351.2156373
2018,57115.4037658,45116.755409
2019,62618.8927631,48951.4249672
2020,65375.7104214,50872.360756
2021,67142.3702105,52103.3862708
2022,68573.4565152,53100.5261272
2023,69559.8336038,53787.7526882
2024,70327.1579691,54322.3640074
2025,71313.7643622,55009.7555522
2026,72409.0109744,55772.8292689
2027,73391.6792348,56457.4343544
2028,74266.5737793,57066.9737484
2029,75346.4762269,57819.1893576
2030,75985.0068364,58263.8597147
2031,77178.6906364,59095.4078525
